a,b,c,objID,objType,objYear,wapName,wakName,wacName,pmnID,pmnObjName,area,pmnRemarks,kec
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2011\psn_pulauSaponda.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,pulauSaponda
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiBarat.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,wawoniiBarat
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiTengah.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,wawoniiTengah
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiTenggara.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,wawoniiTenggara
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiTimur.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,wawoniiTimur
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiTimurLaut.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,wawoniiTimurLaut
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2012\psn_wawoniiUtara.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,wawoniiUtara
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_laeya.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,laeya
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_lantariJaya.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,lantariJaya
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_moramoUtara.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,moramoUtara
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_rarowatuUtara.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,rarowatuUtara
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_rumbia.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,rumbia
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2013\psn_rumbiaTengah.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,rumbiaTengah
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_latambaga.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,latambaga
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_mataoleo.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,mataoleo
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_poleangSelatan.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,poleangSelatan
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_poleangTenggara.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,poleangTenggara
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_poleangTimur.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,poleangTimur
68796,F:\WP3WT\@ Integrasi Data\2015\INTEGRASI SULTRA 2015\2014\psn_samaturu.shp,"['objID', 'objType', 'objYear', 'wapName', 'wakName', 'wacName', 'wadName', 'psnID', 'psnObjName', 'Area', 'psnRemark']",-,-,-,Sulawesi Utara,-,-,-,-,-,-,samaturu
